ID	Name	InChIKey	SMILES
DB00674	Galantamine	ASUTZQLVASHGKV-JDFRZJQESA-N	[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3
DB00675	Tamoxifen	NKANXQFJJICGDU-QPLCGJKRSA-N	CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DB00677	Isoflurophate	MUCZHBLJLSDCSD-UHFFFAOYSA-N	CC(C)OP(F)(=O)OC(C)C
DB00678	Losartan	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
DB00679	Thioridazine	KLBQZWRITKRQQV-UHFFFAOYSA-N	CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1
DB00680	Moricizine	FUBVWMNBEHXPSU-UHFFFAOYSA-N	CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1
DB00682	Warfarin	PJVWKTKQMONHTI-UHFFFAOYSA-N	CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
DB00683	Midazolam	DDLIGBOFAVUZHB-UHFFFAOYSA-N	CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12
DB00685	Trovafloxacin	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O
DB00686	Pentosan polysulfate	FCCNSUIJIOOXEZ-SJYYZXOBSA-N	O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O
DB00687	Fludrocortisone	AAXVEMMRQDVLJB-BULBTXNYSA-N	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00688	Mycophenolate mofetil	RTGDFNSFWBGLEC-SYZQJQIISA-N	COC1=C(C\C=C(/C)CCC(=O)OCCN2CCOCC2)C(O)=C2C(=O)OCC2=C1C
DB00689	Cephaloglycin	FUBBGQLTSCSAON-PBFPGSCMSA-N	[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00690	Flurazepam	SAADBVWGJQAEFS-UHFFFAOYSA-N	CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
DB00691	Moexipril	UWWDHYUMIORJTA-HSQYWUDLSA-N	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O
DB00692	Phentolamine	MRBDMNSDAVCSSF-UHFFFAOYSA-N	CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
DB00693	Fluorescein	GNBHRKFJIUUOQI-UHFFFAOYSA-N	OC1=CC=C2C(OC3=CC(O)=CC=C3C22OC(=O)C3=C2C=CC=C3)=C1
DB00694	Daunorubicin	STQGQHZAVUOBTE-VGBVRHCVSA-N	COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(C)=O)C(O)=C1C2=O
DB00695	Furosemide	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
DB00696	Ergotamine	XCGSFFUVFURLIX-VFGNJEKYSA-N	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O
DB00697	Tizanidine	XFYDIVBRZNQMJC-UHFFFAOYSA-N	ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
DB00698	Nitrofurantoin	NXFQHRVNIOXGAQ-YCRREMRBSA-N	[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(=O)NC1=O
DB00699	Nicergoline	YSEXMKHXIOCEJA-FVFQAYNVSA-N	[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC
DB00700	Eplerenone	JUKPWJGBANNWMW-VWBFHTRKSA-N	[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC
DB00701	Amprenavir	YMARZQAQMVYCKC-OEMFJLHTSA-N	CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
DB00703	Methazolamide	FLOSMHQXBMRNHR-QPJJXVBHSA-N	CN1N=C(S\C1=N\C(C)=O)S(N)(=O)=O
DB00704	Naltrexone	DQCKKXVULJGBQN-XFWGSAIBSA-N	[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@]([H])(C4)[C@]1(O)CCC2=O
DB00705	Delavirdine	WHBIGIKBNXZKFE-UHFFFAOYSA-N	CC(C)NC1=C(N=CC=C1)N1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2
DB00706	Tamsulosin	DRHKJLXJIQTDTD-OAHLLOKOSA-N	CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O
DB00708	Sufentanil	GGCSSNBKKAUURC-UHFFFAOYSA-N	CCC(=O)N(C1=CC=CC=C1)C1(COC)CCN(CCC2=CC=CS2)CC1
DB00709	Lamivudine	JTEGQNOMFQHVDC-NKWVEPMBSA-N	NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1
DB00710	Ibandronate	MPBVHIBUJCELCL-UHFFFAOYSA-N	CCCCCN(C)CCC(O)(P(O)(O)=O)P(O)(O)=O
DB00711	Diethylcarbamazine	RCKMWOKWVGPNJF-UHFFFAOYSA-N	CCN(CC)C(=O)N1CCN(C)CC1
DB00712	Flurbiprofen	SYTBZMRGLBWNTM-UHFFFAOYSA-N	CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
DB00713	Oxacillin	UWYHMGVUTGAWSP-JKIFEVAISA-N	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=CC=CC=C1)C(O)=O
DB00714	Apomorphine	VMWNQDUVQKEIOC-CYBMUJFWSA-N	[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23
DB00715	Paroxetine	AHOUBRCZNHFOSL-YOEHRIQHSA-N	FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
DB00716	Nedocromil	RQTOOFIXOKYGAN-UHFFFAOYSA-N	CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C(O)=O)C(O)=O
DB00717	Norethisterone	VIKNJXKGJWUCNN-XGXHKTLJSA-N	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
DB00718	Adefovir dipivoxil	WOZSCQDILHKSGG-UHFFFAOYSA-N	CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N)N=CN=C12)OCOC(=O)C(C)(C)C
DB00719	Azatadine	SEBMTIQKRHYNIT-UHFFFAOYSA-N	CN1CCC(CC1)=C1C2=CC=CC=C2CCC2=C1N=CC=C2
DB00720	Clodronic acid	ACSIXWWBWUQEHA-UHFFFAOYSA-N	OP(O)(=O)C(Cl)(Cl)P(O)(O)=O
DB00721	Procaine	MFDFERRIHVXMIY-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
DB00722	Lisinopril	RLAWWYSOJDYHDC-BZSNNMDCSA-N	NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O
DB00723	Methoxamine	WJAJPNHVVFWKKL-UHFFFAOYSA-N	COC1=CC(C(O)C(C)N)=C(OC)C=C1
DB00724	Imiquimod	DOUYETYNHWVLEO-UHFFFAOYSA-N	CC(C)CN1C=NC2=C1C1=C(C=CC=C1)N=C2N
DB00725	Homatropine methylbromide	FUFVKLQESJNNAN-UHFFFAOYSA-M	[Br-].C[N+]1(C)C2CCC1CC(C2)OC(=O)C(O)C1=CC=CC=C1
DB00726	Trimipramine	ZSCDBOWYZJWBIY-UHFFFAOYSA-N	CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
DB00727	Nitroglycerin	SNIOPGDIGTZGOP-UHFFFAOYSA-N	[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O
DB00728	Rocuronium	YXRDKMPIGHSVRX-OOJCLDBCSA-N	[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
DB00730	Thiabendazole	WJCNZQLZVWNLKY-UHFFFAOYSA-N	N1C2=CC=CC=C2N=C1C1=CSC=N1
DB00731	Nateglinide	OELFLUMRDSZNSF-BRWVUGGUSA-N	CC(C)[C@H]1CC[C@@H](CC1)C(=O)N[C@H](CC1=CC=CC=C1)C(O)=O
DB00732	Atracurium besylate	XXZSQOVSEBAPGS-UHFFFAOYSA-L	[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2
DB00733	Pralidoxime	JBKPUQTUERUYQE-UHFFFAOYSA-O	C[N+]1=C(\C=N\O)C=CC=C1
DB00734	Risperidone	RAPZEAPATHNIPO-UHFFFAOYSA-N	CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
DB00735	Naftifine	OZGNYLLQHRPOBR-DHZHZOJOSA-N	CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12
DB00736	Esomeprazole	SUBDBMMJDZJVOS-DEOSSOPVSA-N	COC1=CC2=C(NC(=N2)[S@@](=O)CC2=NC=C(C)C(OC)=C2C)C=C1
DB00737	Meclizine	OCJYIGYOJCODJL-UHFFFAOYSA-N	CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1
DB00738	Pentamidine	XDRYMKDFEDOLFX-UHFFFAOYSA-N	NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
DB00740	Riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N	NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
DB00741	Hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00743	Gadobenic acid	MXZROTBGJUUXID-UHFFFAOYSA-K	[Gd+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)C(COCC1=CC=CC=C1)C(O)=O
DB00744	Zileuton	MWLSOWXNZPKENC-UHFFFAOYSA-N	CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
DB00745	Modafinil	YFGHCGITMMYXAQ-UHFFFAOYSA-N	NC(=O)CS(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB00746	Deferoxamine	UBQYURCVBFRUQT-UHFFFAOYSA-N	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
DB00747	Scopolamine	STECJAGHUSJQJN-FWXGHANASA-N	CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1
DB00748	Carbinoxamine	OJFSXZCBGQGRNV-UHFFFAOYSA-N	CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB00749	Etodolac	NNYBQONXHNTVIJ-UHFFFAOYSA-N	CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
DB00750	Prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N	CCCNC(C)C(=O)NC1=CC=CC=C1C
DB00751	Epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N	NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
DB00752	Tranylcypromine	AELCINSCMGFISI-UHFFFAOYSA-N	NC1CC1C1=CC=CC=C1
DB00753	Isoflurane	PIWKPBJCKXDKJR-UHFFFAOYSA-N	FC(F)OC(Cl)C(F)(F)F
DB00754	Ethotoin	SZQIFWWUIBRPBZ-UHFFFAOYSA-N	CCN1C(=O)NC(C1=O)C1=CC=CC=C1
DB00755	Tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
DB00756	Hexachlorophene	ACGUYXCXAPNIKK-UHFFFAOYSA-N	OC1=C(CC2=C(O)C(Cl)=CC(Cl)=C2Cl)C(Cl)=C(Cl)C=C1Cl
DB00757	Dolasetron	UKTAZPQNNNJVKR-KJGYPYNMSA-N	[H][C@@]1(C[C@@]2([H])C[C@]3([H])C[C@@]([H])(C1)N2CC3=O)OC(=O)C1=CNC2=C1C=CC=C2
DB00758	Clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N	[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl
DB00759	Tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N	[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O
DB00761	Potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M	[Cl-].[K+]
DB00762	Irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N	CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12
DB00763	Methimazole	PMRYVIKBURPHAH-UHFFFAOYSA-N	CN1C=CNC1=S
DB00765	Metyrosine	NHTGHBARYWONDQ-JTQLQIEISA-N	C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O
DB00766	Clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N	[H][C@@]12CC(=O)N1[C@@H](C(O)=O)\C(O2)=C\CO
DB00768	Olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N	CN(C)CC\C=C1\C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2
DB00769	Hydrocortamate	FWFVLWGEFDIZMJ-FOMYWIRZSA-N	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CN(CC)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
DB00770	Alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
DB00771	Clidinium	HOOSGZJRQIVJSZ-NNBUQUNQSA-N	C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
DB00772	Malathion	JXSJBGJIGXNWCI-UHFFFAOYSA-N	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
DB00773	Etoposide	VJJPUSNTGOMMGY-MRVIYFEKSA-N	[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
DB00774	Hydroflumethiazide	DMDGGSIALPNSEE-UHFFFAOYSA-N	NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F
DB00775	Tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N	CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O
DB00776	Oxcarbazepine	CTRLABGOLIVAIY-UHFFFAOYSA-N	NC(=O)N1C2=CC=CC=C2CC(=O)C2=C1C=CC=C2
DB00777	Propiomazine	UVOIBTBFPOZKGP-UHFFFAOYSA-N	CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
DB00778	Roxithromycin	RXZBMPWDPOLZGW-XMRMVWPWSA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
DB00779	Nalidixic acid	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	CCN1C=C(C(O)=O)C(=O)C2=C1N=C(C)C=C2
DB00780	Phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N	NNCCC1=CC=CC=C1
DB00782	Propantheline	VVWYOYDLCMFIEM-UHFFFAOYSA-N	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C
DB00783	Estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
DB00784	Mefenamic acid	HYYBABOKPJLUIN-UHFFFAOYSA-N	CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
DB00787	Acyclovir	MKUXAQIIEYXACX-UHFFFAOYSA-N	NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
DB00788	Naproxen	CMWTZPSULFXXJA-VIFPVBQESA-N	COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O
DB00789	Gadopentetic acid	IZOOGPBRAOKZFK-UHFFFAOYSA-K	[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O
DB00790	Perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N	[H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
DB00792	Tripelennamine	UFLGIAIHIAPJJC-UHFFFAOYSA-N	CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1
DB00794	Primidone	DQMZLTXERSFNPB-UHFFFAOYSA-N	CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
DB00795	Sulfasalazine	NCEXYHBECQHGNR-QZQOTICOSA-N	OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1
DB00796	Candesartan cilexetil	GHOSNRCGJFBJIB-UHFFFAOYSA-N	CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(=O)OC(C)OC(=O)OC1CCCCC1
DB00797	Tolazoline	JIVZKJJQOZQXQB-UHFFFAOYSA-N	C(C1=NCCN1)C1=CC=CC=C1
DB00798	Gentamicin	NPEFREDMMVQEPL-RWPARATISA-N	[H][C@@]1(CN)CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)N.[H][C@]1(CC[C@@H](N)[C@@H](O[C@]2([H])[C@@H](N)C[C@@H](N)[C@H](O[C@@]3([H])OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1)C(C)NC
DB00799	Tazarotene	OGQICQVSFDPSEI-UHFFFAOYSA-N	CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1
DB00800	Fenoldopam	TVURRHSHRRELCG-UHFFFAOYSA-N	OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
DB00801	Halazepam	WYCLKVQLVUQKNZ-UHFFFAOYSA-N	FC(F)(F)CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB00802	Alfentanil	IDBPHNDTYPBSNI-UHFFFAOYSA-N	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
DB00804	Dicyclomine	CURUTKGFNZGFSE-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
DB00805	Minaprine	LDMWSLGGVTVJPG-UHFFFAOYSA-N	CC1=CC(=NN=C1NCCN1CCOCC1)C1=CC=CC=C1
DB00806	Pentoxifylline	BYPFEZZEUUWMEJ-UHFFFAOYSA-N	CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
DB00807	Proparacaine	KCLANYCVBBTKTO-UHFFFAOYSA-N	CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
DB00808	Indapamide	NDDAHWYSQHTHNT-UHFFFAOYSA-N	CC1CC2=CC=CC=C2N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O
DB00809	Tropicamide	BGDKAVGWHJFAGW-UHFFFAOYSA-N	CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
DB00810	Biperiden	YSXKPIUOCJLQIE-UHFFFAOYSA-N	OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1
DB00811	Ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N	NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
DB00812	Phenylbutazone	VYMDGNCVAMGZFE-UHFFFAOYSA-N	CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
DB00813	Fentanyl	PJMPHNIQZUBGLI-UHFFFAOYSA-N	CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
DB00814	Meloxicam	ZRVUJXDFFKFLMG-UHFFFAOYSA-N	CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O
DB00816	Orciprenaline	LMOINURANNBYCM-UHFFFAOYSA-N	CC(C)NCC(O)C1=CC(O)=CC(O)=C1
DB00817	Rosoxacin	XBPZXDSZHPDXQU-UHFFFAOYSA-N	CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1
DB00818	Propofol	OLBCVFGFOZPWHH-UHFFFAOYSA-N	CC(C)C1=CC=CC(C(C)C)=C1O
DB00819	Acetazolamide	BZKPWHYZMXOIDC-UHFFFAOYSA-N	CC(=O)NC1=NN=C(S1)S(N)(=O)=O
DB00820	Tadalafil	WOXKDUGGOYFFRN-IIBYNOLFSA-N	[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1
DB00821	Carprofen	PUXBGTOOZJQSKH-UHFFFAOYSA-N	CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1
DB00822	Disulfiram	AUZONCFQVSMFAP-UHFFFAOYSA-N	CCN(CC)C(=S)SSC(=S)N(CC)CC
DB00823	Ethynodiol diacetate	ONKUMRGIYFNPJW-KIEAKMPYSA-N	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CC[C@H](OC(C)=O)C=C3CC[C@@]21[H]
DB00824	Enprofylline	SIQPXVQCUCHWDI-UHFFFAOYSA-N	CCCN1C2=C(NC=N2)C(=O)NC1=O
DB00825	Levomenthol	NOOLISFMXDJSKH-KXUCPTDWSA-N	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
DB00827	Cinoxacin	VDUWPHTZYNWKRN-UHFFFAOYSA-N	CCN1N=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12
DB00829	Diazepam	AAOVKJBEBIDNHE-UHFFFAOYSA-N	CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
DB00830	Phenmetrazine	OOBHFESNSZDWIU-UHFFFAOYSA-N	CC1NCCOC1C1=CC=CC=C1
DB00831	Trifluoperazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N	CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
DB00833	Cefaclor	QYIYFLOTGYLRGG-GPCCPHFNSA-N	[H][C@]12SCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O
DB00834	Mifepristone	VKHAHZOOUSRJNA-GCNJZUOMSA-N	[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]
DB00835	Brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N	CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB00836	Loperamide	RDOIQAHITMMDAJ-UHFFFAOYSA-N	CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DB00838	Clocortolone	YMTMADLUXIRMGX-RFPWEZLHSA-N	[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
DB00839	Tolazamide	OUDSBRTVNLOZBN-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1
DB00841	Dobutamine	JRWZLRBJNMZMFE-UHFFFAOYSA-N	CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
DB00842	Oxazepam	ADIMAYPTOBDMTL-UHFFFAOYSA-N	OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB00843	Donepezil	ADEBPBSSDYVVLD-UHFFFAOYSA-N	COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
DB00844	Nalbuphine	NETZHAKZCGBWSS-CEDHKZHLSA-N	O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5
DB00845	Clofazimine	WDQPAMHFFCXSNU-BGABXYSRSA-N	CC(C)N=C1C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C1NC1=CC=C(Cl)C=C1
