type	ID	Name	State	group	Gene_target	DB_id	name	Type	ATC_code
small molecule	DB00157	NADH	solid	approved	CYB5R3	BE0000160	NADH-cytochrome b5 reductase 3	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA11	BE0000541	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	MT-ND4	BE0000551	NADH-ubiquinone oxidoreductase chain 4	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	QDPR	BE0000540	Dihydropteridine reductase	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	MT-ND1	BE0000503	NADH-ubiquinone oxidoreductase chain 1	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NNT	BE0000008	NAD(P) transhydrogenase, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA5	BE0000473	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA9	BE0000305	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	MT-ND4L	BE0000272	NADH-ubiquinone oxidoreductase chain 4L	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA10	BE0000081	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA7	BE0000401	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA1	BE0000224	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	MT-ND6	BE0000348	NADH-ubiquinone oxidoreductase chain 6	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	MT-ND5	BE0000580	NADH-ubiquinone oxidoreductase chain 5	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA4	BE0000169	Cytochrome c oxidase subunit NDUFA4	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA6	BE0000213	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFAB1	BE0000545	Acyl carrier protein, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA2	BE0000550	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA8	BE0000367	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA3	BE0000684	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB8	BE0000676	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFC2	BE0000173	NADH dehydrogenase [ubiquinone] 1 subunit C2	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB1	BE0000338	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS1	BE0000493	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB10	BE0000245	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB4	BE0000295	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB3	BE0000284	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB2	BE0000427	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB7	BE0000512	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB9	BE0000596	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS2	BE0000729	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB5	BE0000243	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFC1	BE0000313	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFB6	BE0000376	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFV3	BE0000027	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	DLD	BE0000737	Dihydrolipoyl dehydrogenase, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS3	BE0000191	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	GSR	BE0000648	Glutathione reductase, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA12	BE0000754	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS5	BE0000089	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS4	BE0000500	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFV1	BE0000485	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFV2	BE0000137	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA13	BE0000525	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	CDO1	BE0000569	Cysteine dioxygenase type 1	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS6	BE0000093	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFA4L2	BE0000319	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	NDUFS8	BE0000037	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	CYP4A11	BE0000421	Cytochrome P450 4A11	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	DLAT	BE0000065	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	AMT	BE0000010	Aminomethyltransferase, mitochondrial	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	MSMO1	BE0000096	Methylsterol monooxygenase 1	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	HMOX1	BE0000735	Heme oxygenase 1	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	HMOX2	BE0000587	Heme oxygenase 2	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	CYP17A1	BE0000344	Steroid 17-alpha-hydroxylase/17,20 lyase	polypeptide	NA
small molecule	DB00157	NADH	solid	approved	TYR	BE0000252	Tyrosinase	polypeptide	NA
small molecule	DB00158	Folic acid	solid	approved	FOLR3	BE0000652	Folate receptor gamma	polypeptide	B03AE02;V04CX02;B03BB01;B03AE01;B03BB51
small molecule	DB00158	Folic acid	solid	approved	FOLR2	BE0000271	Folate receptor beta	polypeptide	B03AE02;V04CX02;B03BB01;B03AE01;B03BB51
small molecule	DB00158	Folic acid	solid	approved	FOLR1	BE0003405	Folate receptor alpha	polypeptide	B03AE02;V04CX02;B03BB01;B03AE01;B03BB51
small molecule	DB00159	Icosapent	liquid	approved	PTGS2	BE0000262	Prostaglandin G/H synthase 2	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	PTGS1	BE0000017	Prostaglandin G/H synthase 1	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	PPARG	BE0000215	Peroxisome proliferator-activated receptor gamma	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	PPARD	BE0001007	Peroxisome proliferator-activated receptor delta	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	FADS1	BE0000888	Fatty acid desaturase 1	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	ACSL4	BE0000996	Long-chain-fatty-acid--CoA ligase 4	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	FFAR1	BE0000688	Free fatty acid receptor 1	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	SLC8A1	BE0000986	Sodium/calcium exchanger 1	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	TRPV1	BE0001023	Transient receptor potential cation channel subfamily V member 1	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	PPARA	BE0000071	Peroxisome proliferator-activated receptor alpha	polypeptide	NA
small molecule	DB00159	Icosapent	liquid	approved	FABP7	BE0001821	Fatty acid-binding protein, brain	polypeptide	NA
small molecule	DB00161	Valine	solid	approved	PCCB	BE0000544	Propionyl-CoA carboxylase beta chain, mitochondrial	polypeptide	NA
small molecule	DB00161	Valine	solid	approved	BCAT1	BE0000517	Branched-chain-amino-acid aminotransferase, cytosolic	polypeptide	NA
small molecule	DB00161	Valine	solid	approved	VARS	BE0000223	Valine--tRNA ligase	polypeptide	NA
small molecule	DB00162	Vitamin A	solid	approved	RDH12	BE0000726	Retinol dehydrogenase 12	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	DHRS3	BE0002319	Short-chain dehydrogenase/reductase 3	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	ALDH1A3	BE0000583	Aldehyde dehydrogenase family 1 member A3	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	RETSAT	BE0002320	All-trans-retinol 13,14-reductase	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	RDH11	BE0002321	Retinol dehydrogenase 11	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	DHRS4	BE0000032	Dehydrogenase/reductase SDR family member 4	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	RDH14	BE0002322	Retinol dehydrogenase 14	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	RDH8	BE0002323	Retinol dehydrogenase 8	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	LRAT	BE0000900	Lecithin retinol acyltransferase	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	RDH5	BE0000570	11-cis retinol dehydrogenase	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	RDH13	BE0000593	Retinol dehydrogenase 13	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	ALDH1A2	BE0000513	Retinal dehydrogenase 2	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	ALDH1A1	BE0000554	Retinal dehydrogenase 1	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	APOD	BE0005056	Apolipoprotein D	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00162	Vitamin A	solid	approved	PTGDS	BE0009878	Prostaglandin-H2 D-isomerase	polypeptide	S01XA02;V04CB01;D10AD02;R01AX02;A11CA01
small molecule	DB00163	Vitamin E	solid	approved	NR1I2	BE0000956	Nuclear receptor subfamily 1 group I member 2	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	PRKCB	BE0000872	Protein kinase C beta type	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	ALOX5	BE0000248	Arachidonate 5-lipoxygenase	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	PRKCA	BE0001132	Protein kinase C alpha type	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	DGKA	BE0002324	Diacylglycerol kinase alpha	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	PPP2CB	BE0002325	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	PPP2CA	BE0002326	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	SEC14L4	BE0000076	SEC14-like protein 4	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	SEC14L3	BE0000339	SEC14-like protein 3	polypeptide	NA
small molecule	DB00163	Vitamin E	solid	approved	SEC14L2	BE0000256	SEC14-like protein 2	polypeptide	NA
small molecule	DB00165	Pyridoxine	solid	approved	PDXK	BE0000042	Pyridoxal kinase	polypeptide	J04AM08;A11HA02
small molecule	DB00166	Lipoic acid	solid	approved	LIPT1	BE0000040	Lipoyltransferase 1, mitochondrial	polypeptide	A16AX01
small molecule	DB00166	Lipoic acid	solid	approved	LIAS	BE0002327	Lipoyl synthase, mitochondrial	polypeptide	A16AX01
small molecule	DB00166	Lipoic acid	solid	approved	SLC5A6	BE0000094	Sodium-dependent multivitamin transporter	polypeptide	A16AX01
small molecule	DB00169	Cholecalciferol	solid	approved	VDR	BE0000779	Vitamin D3 receptor	polypeptide	M05BB09;M05BX53;M05BB07;M05BB08;A11CC55;M05BB05;A11CC05;M05BB03;M05BB04
small molecule	DB00170	Menadione	solid	approved	GGCX	BE0000403	Vitamin K-dependent gamma-carboxylase	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	VKORC1	BE0000713	Vitamin K epoxide reductase complex subunit 1	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	VKORC1L1	BE0002329	Vitamin K epoxide reductase complex subunit 1-like protein 1	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	F2	BE0000048	Prothrombin	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	F9	BE0000364	Coagulation factor IX	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	PROC	BE0000380	Vitamin K-dependent protein C	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	PROS1	BE0000943	Vitamin K-dependent protein S	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	NQO2	BE0000220	Ribosyldihydronicotinamide dehydrogenase [quinone]	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	NQO1	BE0001184	NAD(P)H dehydrogenase [quinone] 1	polypeptide	B02BA02
small molecule	DB00170	Menadione	solid	approved	BGLAP	BE0000724	Osteocalcin	polypeptide	B02BA02
small molecule	DB00173	Adenine	solid	approved	APRT	BE0000115	Adenine phosphoribosyltransferase	polypeptide	NA
small molecule	DB00173	Adenine	solid	approved	ACACB	BE0000702	Acetyl-CoA carboxylase 2	polypeptide	NA
small molecule	DB00173	Adenine	solid	approved	ACP1	BE0003786	Low molecular weight phosphotyrosine protein phosphatase	polypeptide	NA
small molecule	DB00173	Adenine	solid	approved	PECR	BE0002791	Peroxisomal trans-2-enoyl-CoA reductase	polypeptide	NA
small molecule	DB00173	Adenine	solid	approved	SRPK2	BE0004323	SRSF protein kinase 2	polypeptide	NA
small molecule	DB00173	Adenine	solid	approved	MTAP	BE0001128	S-methyl-5'-thioadenosine phosphorylase	polypeptide	NA
small molecule	DB00174	Asparagine	solid	approved	SLC1A5	BE0000236	Neutral amino acid transporter B(0)	polypeptide	NA
small molecule	DB00174	Asparagine	solid	approved	ASRGL1	BE0002230	Isoaspartyl peptidase/L-asparaginase	polypeptide	NA
small molecule	DB00174	Asparagine	solid	approved	NARS2	BE0002338	Probable asparagine--tRNA ligase, mitochondrial	polypeptide	NA
small molecule	DB00174	Asparagine	solid	approved	ASNS	BE0000219	Asparagine synthetase [glutamine-hydrolyzing]	polypeptide	NA
small molecule	DB00174	Asparagine	solid	approved	NARS	BE0000607	Asparagine--tRNA ligase, cytoplasmic	polypeptide	NA
small molecule	DB00174	Asparagine	solid	approved	SLC38A1	BE0009976	Sodium-coupled neutral amino acid transporter 1	polypeptide	NA
small molecule	DB00175	Pravastatin	solid	approved	HMGCR	BE0000574	3-hydroxy-3-methylglutaryl-coenzyme A reductase	polypeptide	C10AA03;C10BA03;C10BX02
small molecule	DB00175	Pravastatin	solid	approved	HDAC2	BE0002366	Histone deacetylase 2	polypeptide	C10AA03;C10BA03;C10BX02
small molecule	DB00176	Fluvoxamine	solid	approved	SLC6A4	BE0000749	Sodium-dependent serotonin transporter	polypeptide	N06AB08
small molecule	DB00176	Fluvoxamine	solid	approved	KCNH2	BE0000090	Potassium voltage-gated channel subfamily H member 2	polypeptide	N06AB08
small molecule	DB00177	Valsartan	solid	approved	AGTR1	BE0000062	Type-1 angiotensin II receptor	polypeptide	C09DX05;C10BX10;C09DA03;C09CA03;C09DX02;C09DX01;C09DB08;C09DB01;C09DX04
small molecule	DB00178	Ramipril	solid	approved	ACE	BE0000221	Angiotensin-converting enzyme	polypeptide	C09BX03;C10BX04;C10BX17;C09BB07;C10BX06;C09BB05;C09BA05;C09AA05
small molecule	DB00178	Ramipril	solid	approved	BDKRB1	BE0005831	B1 bradykinin receptor	polypeptide	C09BX03;C10BX04;C10BX17;C09BB07;C10BX06;C09BB05;C09BA05;C09AA05
small molecule	DB00179	Masoprocol	solid	approved	ALOX5	BE0000248	Arachidonate 5-lipoxygenase	polypeptide	L01XX10
small molecule	DB00179	Masoprocol	solid	approved	SHBG	BE0000685	Sex hormone-binding globulin	polypeptide	L01XX10
small molecule	DB00180	Flunisolide	solid	approved	NR3C1	BE0000794	Glucocorticoid receptor	polypeptide	R01AD04;R03BA03
small molecule	DB00181	Baclofen	solid	approved	GABBR1	BE0000217	Gamma-aminobutyric acid type B receptor subunit 1	polypeptide	M03BX01
small molecule	DB00181	Baclofen	solid	approved	GABBR2	BE0002340	Gamma-aminobutyric acid type B receptor subunit 2	polypeptide	M03BX01
small molecule	DB00182	Amphetamine	liquid	approved	SLC18A2	BE0000118	Synaptic vesicular amine transporter	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	SLC6A3	BE0000647	Sodium-dependent dopamine transporter	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	CARTPT	BE0000867	Cocaine- and amphetamine-regulated transcript protein	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	TAAR1	BE0001044	Trace amine-associated receptor 1	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	SLC6A2	BE0000486	Sodium-dependent noradrenaline transporter	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	ADRA1A	BE0004888	Alpha-1A adrenergic receptor	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	ADRB1	BE0004872	Beta-1 adrenergic receptor	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	DRD2	BE0000756	D(2) dopamine receptor	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	MAOB	BE0002196	Amine oxidase [flavin-containing] B	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	SLC6A4	BE0000749	Sodium-dependent serotonin transporter	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	MAOA	BE0004909	Amine oxidase [flavin-containing] A	polypeptide	N06BA01
small molecule	DB00182	Amphetamine	liquid	approved	VMAT2	BE0008661	Vesicle monoamine transporter type 2	polypeptide	N06BA01
small molecule	DB00183	Pentagastrin	solid	approved	CCKBR	BE0001158	Gastrin/cholecystokinin type B receptor	polypeptide	V04CG04
small molecule	DB00184	Nicotine	liquid	approved	CHRNA4	BE0000849	Neuronal acetylcholine receptor subunit alpha-4	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA7	BE0002341	Neuronal acetylcholine receptor subunit alpha-7	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNB2	BE0000850	Neuronal acetylcholine receptor subunit beta-2	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA2	BE0000738	Neuronal acetylcholine receptor subunit alpha-2	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA3	BE0003585	Neuronal acetylcholine receptor subunit alpha-3	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA5	BE0003586	Neuronal acetylcholine receptor subunit alpha-5	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA6	BE0003587	Neuronal acetylcholine receptor subunit alpha-6	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA9	BE0002343	Neuronal acetylcholine receptor subunit alpha-9	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNA10	BE0000411	Neuronal acetylcholine receptor subunit alpha-10	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNB3	BE0003588	Neuronal acetylcholine receptor subunit beta-3	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHRNB4	BE0003584	Neuronal acetylcholine receptor subunit beta-4	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CYP19A1	BE0002090	Aromatase	polypeptide	N07BA01
small molecule	DB00184	Nicotine	liquid	approved	CHAT	BE0000519	Choline O-acetyltransferase	polypeptide	N07BA01
small molecule	DB00185	Cevimeline	solid	approved	CHRM3	BE0000045	Muscarinic acetylcholine receptor M3	polypeptide	N07AX03
small molecule	DB00185	Cevimeline	solid	approved	CHRM1	BE0000092	Muscarinic acetylcholine receptor M1	polypeptide	N07AX03
small molecule	DB00186	Lorazepam	solid	approved	GABRA1	BE0004797	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	N05BA56;N05BA06
small molecule	DB00186	Lorazepam	solid	approved	GABRA1	BE0008668	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	N05BA56;N05BA06
small molecule	DB00187	Esmolol	solid	approved	ADRB1	BE0000172	Beta-1 adrenergic receptor	polypeptide	C07AB09
small molecule	DB00188	Bortezomib	solid	approved	PSMB5	BE0002348	Proteasome subunit beta type-5	polypeptide	L01XX32
small molecule	DB00188	Bortezomib	solid	approved	PSMB1	BE0002347	Proteasome subunit beta type-1	polypeptide	L01XX32
small molecule	DB00189	Ethchlorvynol	liquid	approved	GABRA1	BE0004797	Gamma-aminobutyric acid receptor subunit alpha-1	polypeptide	N05CM08
small molecule	DB00190	Carbidopa	solid	approved	DDC	BE0002151	Aromatic-L-amino-acid decarboxylase	polypeptide	NA
small molecule	DB00191	Phentermine	solid	approved	SLC6A2	BE0000486	Sodium-dependent noradrenaline transporter	polypeptide	A08AA01
small molecule	DB00191	Phentermine	solid	approved	SLC6A4	BE0000749	Sodium-dependent serotonin transporter	polypeptide	A08AA01
small molecule	DB00191	Phentermine	solid	approved	SLC6A3	BE0000647	Sodium-dependent dopamine transporter	polypeptide	A08AA01
small molecule	DB00191	Phentermine	solid	approved	MAOA	BE0002198	Amine oxidase [flavin-containing] A	polypeptide	A08AA01
small molecule	DB00191	Phentermine	solid	approved	MAOB	BE0002196	Amine oxidase [flavin-containing] B	polypeptide	A08AA01
small molecule	DB00191	Phentermine	solid	approved	NPY	BE0003476	Pro-neuropeptide Y	polypeptide	A08AA01
small molecule	DB00192	Indecainide	solid	approved	SCN5A	BE0000197	Sodium channel protein type 5 subunit alpha	polypeptide	NA
small molecule	DB00193	Tramadol	solid	approved	OPRM1	BE0000770	Mu-type opioid receptor	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	SLC6A2	BE0000486	Sodium-dependent noradrenaline transporter	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	SLC6A4	BE0000749	Sodium-dependent serotonin transporter	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	HTR2C	BE0000533	5-hydroxytryptamine receptor 2C	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	OPRK1	BE0000632	Kappa-type opioid receptor	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	OPRD1	BE0000420	Delta-type opioid receptor	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	CHRNA7	BE0003438	Alpha-7 nicotinic cholinergic receptor subunit	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	CHRM3	BE0000045	Muscarinic acetylcholine receptor M3	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	CHRM1	BE0000092	Muscarinic acetylcholine receptor M1	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	TACR1	BE0000384	Substance-P receptor	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	SCN2A	BE0002081	Sodium channel protein type 2 subunit alpha	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	TRPV1	BE0001023	Transient receptor potential cation channel subfamily V member 1	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	GRIN1	BE0004956	Glutamate receptor ionotropic, NMDA 1	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	ADORA1	BE0000013	Adenosine receptor A1	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00193	Tramadol	solid	approved	ADRA2A	BE0004864	Alpha-2A adrenergic receptor	polypeptide	N02AJ13;N02AJ14;N02AX02
small molecule	DB00195	Betaxolol	solid	approved	ADRB1	BE0000172	Beta-1 adrenergic receptor	polypeptide	S01ED02;C07AB05;S01ED52
small molecule	DB00195	Betaxolol	solid	approved	ADRB2	BE0000694	Beta-2 adrenergic receptor	polypeptide	S01ED02;C07AB05;S01ED52
small molecule	DB00197	Troglitazone	solid	approved	PPARG	BE0000215	Peroxisome proliferator-activated receptor gamma	polypeptide	A10BG01
small molecule	DB00197	Troglitazone	solid	approved	ACSL4	BE0000996	Long-chain-fatty-acid--CoA ligase 4	polypeptide	A10BG01
small molecule	DB00197	Troglitazone	solid	approved	SERPINE1	BE0000240	Plasminogen activator inhibitor 1	polypeptide	A10BG01
